ComuneCercaOLD,Comune_residenza_old_MANUALE,appoggio,Comune_residenza,Frequenza sinistri 2021,Costo Medio Totale 2021,Veicoli Anno 2021,Frequenza sinistri 2020,Costo Medio totale 2020,Veicoli Anno 2020,Frequenza sinistri 2019,Costo Medio totale 2019,Veicoli Anno 2019,Frequenza sinistri 2018,Costo Medio totale 2018,Veicoli Anno 2018,Regione,Provincia,Zona
Carpignano Salentino,,,Carpignano Salentino,0.037270931,2813.535211,1904.969863,0.026939933,14749.5,1855.980874,0.029663747,8554.163636,1854.115068,0.039015386,3633.80597,1717.271233,Puglia,Lecce,Sud
Casarano,,,Casarano,0.04145353,2651.183879,9576.989041,0.032347923,2570.736156,9490.562842,0.046309168,2282.842342,9587.734247,0.051634272,2622.059917,9373.619178,Puglia,Lecce,Sud
Copertino,,,Copertino,0.039895128,3954.736148,9499.906849,0.034508397,3695.694444,9389.019126,0.045763424,3386.820513,9374.29863,0.047200898,4453.247706,9237.112329,Puglia,Lecce,Sud
Corigliano d'Otranto,,,Corigliano d'Otranto,0.03458445,2834.695238,3036.046575,0.021184176,3246.390625,3021.122951,0.045100952,3012.562963,2993.284932,0.034685893,2858.37,2883.016438,Puglia,Lecce,Sud
Cutrofiano,,,Cutrofiano,0.036681794,2808.389937,4334.575342,0.031745384,3203.801471,4284.087432,0.039813653,3106.55814,4320.126027,0.045235912,2508.442105,4200.20274,Puglia,Lecce,Sud
Diso,,,Diso,0.028236186,3006.175,1416.621918,0.028493245,2524.725,1403.84153,0.038920187,2576.12963,1387.454795,0.043139373,3218.810345,1344.479452,Puglia,Lecce,Sud
Galatone,,,Galatone,0.040259822,3491.021429,6954.824658,0.036129815,3477.052632,6836.459016,0.044267258,2817.263158,6867.378082,0.040961603,2942.856115,6786.843836,Puglia,Lecce,Sud
Melpignano,,,Melpignano,0.028638614,2013.272727,1152.290411,0.031630497,3492.583333,1138.142077,0.03640632,3134.536585,1126.178082,0.042604517,2868.020833,1126.641096,Puglia,Lecce,Sud
Gallipoli,,,Gallipoli,0.044511387,3260.526596,8447.276712,0.041938892,2911.937677,8417.008197,0.055248628,2846.458065,8416.49863,0.058827162,2432.5671,7853.515068,Puglia,Lecce,Sud
Lecce,,,Lecce,0.050479907,4783.841004,42611.0137,0.042527707,3392.73337,42419.40437,0.059191932,3233.304003,42624.05205,0.060777475,3822.794268,41906.9726,Puglia,Lecce,Sud
Lequile,,,Lequile,0.0460713,6279.144385,4058.926027,0.04370545,3158.988764,4072.718579,0.055724355,2709.209821,4019.786301,0.056596413,2413.099548,3904.841096,Puglia,Lecce,Sud
Lizzanello,,,Lizzanello,0.041230896,2855.5625,5432.819178,0.036966787,3242.872549,5518.467213,0.056657477,3076.227564,5506.775342,0.050904568,3554.985075,5264.753425,Puglia,Lecce,Sud
Leverano,,,Leverano,0.039395442,7416.040179,5685.936986,0.030655996,3786.448276,5675.887978,0.044318256,3759.337209,5821.528767,0.039307451,4828.017937,5673.224658,Puglia,Lecce,Sud
Minervino di Lecce,,,Minervino di Lecce,0.029404656,5640.358491,1802.435616,0.020736544,2042.297297,1784.289617,0.02572975,2646.304348,1787.813699,0.031422275,2310.454545,1750.350685,Puglia,Lecce,Sud
Maglie,,,Maglie,0.035759518,3056.681992,7298.756164,0.034349322,5152.124,7278.163934,0.043331852,3941.037736,7338.712329,0.048107611,3291.875,7150.635616,Puglia,Lecce,Sud
Neviano,,,Neviano,0.036981439,2340.954023,2352.531507,0.026853407,2361.333333,2346.071038,0.03956718,2609.580645,2350.432877,0.044999759,3235.670103,2155.567123,Puglia,Lecce,Sud
Melendugno,,,Melendugno,0.039052246,2869.437158,4686.030137,0.024979714,5126.162393,4683.800546,0.039176908,3620.867021,4798.745205,0.04381042,2654.385366,4679.252055,Puglia,Lecce,Sud
Melissano,,,Melissano,0.048998643,13283.76923,3183.761644,0.036249827,3105.052174,3172.428962,0.049815667,3507.196319,3272.063014,0.054636905,2931.848315,3257.871233,Puglia,Lecce,Sud
Nardò,,,Nardò,0.050061433,5159.983827,14821.78904,0.044877386,3213.269939,14528.47541,0.055344694,3284.730139,14328.38356,0.052245895,3573.883627,14144.65205,Puglia,Lecce,Sud
Presicce,Presicce,,Presicce-Acquarica,0.032832794,3319.092715,4599.060274,0.029195103,2774.325581,4418.54918,0.037601508,14531.68966,2313.736986,0.035448433,3273.988235,2397.849315,Puglia,Lecce,Sud
Racale,,,Racale,0.04993373,5703.333333,4626.131507,0.035354087,2473.950311,4553.928962,0.04861068,5914.742081,4546.326027,0.054486112,4964.061728,4459.852055,Puglia,Lecce,Sud
Otranto,,,Otranto,0.023858627,12191.18841,2892.035616,0.03102263,2244,2804.404372,0.041462447,2236.956897,2797.712329,0.037893715,3836.622449,2586.180822,Puglia,Lecce,Sud
Palmariggi,,,Palmariggi,0.032440119,2327.708333,739.8246575,0.019133253,3932.357143,731.7103825,0.032031715,1759.869565,718.0383562,0.019490055,2239.928571,718.3150685,Puglia,Lecce,Sud
Ruffano,,,Ruffano,0.041421332,11759.42857,4393.871233,0.029772012,9526.370079,4265.751366,0.046825974,2521.015075,4249.778082,0.035471355,2832.312925,4144.189041,Puglia,Lecce,Sud
Salice Salentino,,,Salice Salentino,0.037513009,8306.678322,3812.010959,0.034195921,2585.387597,3772.379781,0.044086975,10827.44643,3810.649315,0.045020109,5092.446429,3731.665753,Puglia,Lecce,Sud
Squinzano,,,Squinzano,0.03969046,3346.666667,5971.208219,0.034463665,4282.344498,6064.357923,0.0474537,3039.969072,6132.293151,0.041643213,4086.80083,5787.257534,Puglia,Lecce,Sud
San Cesario di Lecce,,,San Cesario di Lecce,0.04211039,2568.658683,3965.767123,0.038835423,3482.385621,3939.702186,0.054288122,3533.372093,3960.350685,0.055517827,2244.244131,3836.605479,Puglia,Lecce,Sud
Salve,,,Salve,0.032469817,3078.761194,2063.454795,0.044470411,3253.351064,2113.765027,0.039616869,2889.741176,2145.550685,0.039400876,3184.986301,1852.750685,Puglia,Lecce,Sud
Sanarica,,,Sanarica,0.025760554,2547,776.3808219,0.028394504,2271.409091,774.7978142,0.038281267,2754.275862,757.5506849,0.049522302,5793.444444,726.9452055,Puglia,Lecce,Sud
Santa Cesarea Terme,,,Santa Cesarea Terme,0.026376302,5508.384615,1478.6,0.021224043,2751.125,1507.724044,0.030099801,2839.586957,1528.249315,0.036023489,2254.203704,1499.021918,Puglia,Lecce,Sud
Primaluna,,,Primaluna,0.042196117,3429.510638,1113.846575,0.03604309,1654.073171,1137.527322,0.055452531,2949.539683,1136.106849,0.054275887,3113.081967,1123.887671,Lombardia,Lecco,Nord-ovest
Soleto,,,Soleto,0.031061808,2631.282353,2736.479452,0.027210304,3049.586667,2756.308743,0.037812751,3280.638095,2776.841096,0.038245814,3232.516854,2327.052055,Puglia,Lecce,Sud
Specchia,,,Specchia,0.033008543,4059.269231,2363.024658,0.035173418,2970.621951,2331.306011,0.042753498,3370.474747,2315.6,0.033064294,2546.098592,2147.331507,Puglia,Lecce,Sud
Supersano,,,Supersano,0.0269007,3341.9,1858.687671,0.033413584,6932.387097,1855.532787,0.038838109,2171.084507,1828.10137,0.039419545,3089.295775,1801.136986,Puglia,Lecce,Sud
Surano,,,Surano,0.023190358,3591.2,862.4273973,0.027215327,2485.956522,845.1120219,0.031325194,2735.888889,861.9260274,0.035547447,1951.466667,843.9424658,Puglia,Lecce,Sud
Surbo,,,Surbo,0.04523657,7506.158228,6985.49863,0.042484996,3209.287625,7037.778689,0.057654072,3426.243243,7059.345205,0.055944105,5646.769231,6971.243836,Puglia,Lecce,Sud
Taviano,,,Taviano,0.036404354,3597.737113,5329.032877,0.036085204,3331.640212,5237.603825,0.050943282,11050.27941,5339.271233,0.048430969,2971.041353,5492.353425,Puglia,Lecce,Sud
Trepuzzi,,,Trepuzzi,0.043621496,2629.916058,6281.306849,0.039132683,2698.672,6388.521858,0.049787938,6005.814241,6487.515068,0.051550801,5498.827465,5509.128767,Puglia,Lecce,Sud
Sant'Angelo del Pesco,,,Sant'Angelo del Pesco,0.030065898,1564.833333,199.5616438,0.02071278,2440.75,193.1174863,0.037470486,1349.857143,186.8136986,0.06551786,4023.545455,167.8931507,Molise,Isernia,Sud
Tricase,,,Tricase,0.044040197,3214.908397,8923.665753,0.031654868,3516.747331,8876.991803,0.044475823,6968.869565,8791.293151,0.046600926,2997.776623,8261.638356,Puglia,Lecce,Sud
Castelsaraceno,,,Castelsaraceno,0.026661241,2625.5,525.1068493,0.01108324,1023.166667,541.3579235,0.034193049,2063.473684,555.6684932,0.030803829,1581.235294,551.8794521,Basilicata,Potenza,Sud
Ugento,,,Ugento,0.039959608,2954.840183,5480.534247,0.03447518,2810.736559,5395.185792,0.048031947,2549.381323,5350.605479,0.049895668,4759.191571,5230.915068,Puglia,Lecce,Sud
Vernole,,,Vernole,0.030175562,9509.385321,3612.194521,0.031588233,2784.079646,3577.281421,0.04479438,2818.269939,3638.849315,0.035027689,2892.245902,3482.958904,Puglia,Lecce,Sud
Barile,,,Barile,0.037029334,8048.125,1080.224658,0.024211584,6596.538462,1073.86612,0.043858719,2785.45098,1162.824658,0.03253005,1726.736842,1168.150685,Basilicata,Potenza,Sud
Porto Cesareo,,,Porto Cesareo,0.051602129,6646.078125,2480.517808,0.035320758,3285.988095,2378.204918,0.043467854,5095.490196,2346.561644,0.043280846,9523.0625,2218.071233,Puglia,Lecce,Sud
Abriola,,,Abriola,0.035802522,1730.75,446.8958904,0.028715584,2101.692308,452.715847,0.030842588,1701,453.9178082,0.065568722,2309.285714,427.0328767,Basilicata,Potenza,Sud
Acerenza,,,Acerenza,0.02745453,3726.548387,1129.139726,0.025757572,5355.758621,1125.882514,0.033769598,2373.333333,1154.884932,0.039911401,1896.666667,977.1643836,Basilicata,Potenza,Sud
Casaletto Lodigiano,,,Casaletto Lodigiano,0.050485942,3751.852941,1346.909589,0.040991618,17174.76364,1341.737705,0.064456514,2019.627907,1334.232877,0.069626961,2794.111111,1292.60274,Lombardia,Lodi,Nord-ovest
Albano di Lucania,,,Albano di Lucania,0.031317189,1361.176471,542.8328767,0.007222211,1937.25,553.8469945,0.030053229,1951.235294,565.6630137,0.04264062,6529.695652,539.3917808,Basilicata,Potenza,Sud
Caselle Lurani,,,Caselle Lurani,0.04591195,2312.290909,1197.945205,0.035287717,1993.5,1190.215847,0.055051936,3486.029412,1235.19726,0.062514085,2905.815789,1215.726027,Lombardia,Lodi,Nord-ovest
Anzi,,,Anzi,0.024953746,1607.1875,641.1863014,0.01873229,2037.545455,587.2213115,0.025024976,1653.071429,559.4410959,0.027711913,1057.384615,469.1123288,Basilicata,Potenza,Sud
Atella,,,Atella,0.03565248,2089.226415,1486.572603,0.030471366,2702.659574,1542.431694,0.037072055,2568.705882,1834.265753,0.034248182,2356.645161,1810.315068,Basilicata,Potenza,Sud
Avigliano,,,Avigliano,0.035020226,2100.11828,5311.216438,0.028150612,2872.9,5328.480874,0.041680112,2716.084821,5374.265753,0.043918454,2021.090909,5259.747945,Basilicata,Potenza,Sud
Balvano,,,Balvano,0.027220524,7898.066667,551.0547945,0.031147377,4096.764706,545.7923497,0.03179858,4363.111111,566.0630137,0.020935622,1868.3,477.6547945,Basilicata,Potenza,Sud
Castelmezzano,,,Castelmezzano,0.019035037,2551.833333,315.2082192,0.022530009,1484.142857,310.6967213,0.015464922,759.2,323.3123288,0.032440119,1504.4,308.260274,Basilicata,Potenza,Sud
Banzi,,,Banzi,0.017227545,2170.555556,522.4191781,0.015045398,1730.25,531.7240437,0.050761552,2861.555556,531.8986301,0.039181798,2349.9,510.4410959,Basilicata,Potenza,Sud
Rogeno,,,Rogeno,0.049424222,4486.642857,1416.309589,0.034424574,1627.18,1452.45082,0.046543819,2307.637681,1482.473973,0.040864231,2901.508475,1443.805479,Lombardia,Lecco,Nord-ovest
Bella,,,Bella,0.025866822,2799.28,1932.978082,0.023430631,33118.51111,1920.562842,0.033591439,2717.757576,1964.786301,0.034482809,5265.338462,1884.99726,Basilicata,Potenza,Sud
Brindisi Montagna,,,Brindisi Montagna,0.012752205,2128.25,313.6712329,0.045311851,1181.428571,308.9699454,0.025949328,1619.375,308.2931507,0.022462723,1884,311.6273973,Basilicata,Potenza,Sud
Ales,,,Ales,0.042311942,2269.21875,756.2876712,0.027683032,2135.904762,758.5874317,0.032005144,1974.583333,749.8794521,0.029423027,1520.6,679.739726,Sardegna,Oristano,Isole
Calvello,,,Calvello,0.009563235,3461,313.7013699,0.019221343,1185.666667,312.1530055,0.025835221,3002.875,309.6547945,0.047416033,3924.272727,231.9890411,Basilicata,Potenza,Sud
Calvera,,,Calvera,0.016647409,883.6666667,180.2082192,0.02299934,1848,173.9180328,0.011642743,1591,171.7808219,0.017924374,2720.666667,167.369863,Basilicata,Potenza,Sud
Cancellara,,,Cancellara,0.036338898,1608.380952,577.8931507,0.021195991,1346.083333,566.1448087,0.026578315,2827,564.369863,0.020679248,2608.909091,531.9342466,Basilicata,Potenza,Sud
Carbone,,,Carbone,0.008049932,1191,248.4493151,0.036597967,2709.777778,245.9153005,0.053841528,2514.538462,241.4493151,0.016842785,1063,237.490411,Basilicata,Potenza,Sud
Comazzo,,,Comazzo,0.042338098,2379.153846,921.1561644,0.054740608,2065.235294,931.6666667,0.056622027,2122.509091,971.3534247,0.072029584,2507.115942,957.939726,Lombardia,Lodi,Nord-ovest
San Paolo Albanese,,,San Paolo Albanese,0.017302268,1964.5,115.5917808,0.016908826,9514,118.2814208,0.024646619,2012,121.7205479,0.008638849,1152,115.7561644,Basilicata,Potenza,Sud
Cavacurta,Cavacurta,,Castelgerundo,0.030931488,1582.136364,711.2493151,0.030872576,7442.454545,712.6065574,0.051340049,2878.810811,720.6849315,0.045240966,2124.318182,486.2849315,Lombardia,Lodi,Nord-ovest
Castelgrande,,,Castelgrande,0.033769458,26748,355.3506849,0.019536969,2625,358.295082,0.022345856,3832,358.0082192,0.034792747,1707.461538,373.6410959,Basilicata,Potenza,Sud
Vigolo Vattaro,Vigolo Vattaro,,Altopiano della Vigolana,0.040050899,2676.280702,2846.378082,0.024963971,2546.903226,2483.579235,0.054876592,2111.465753,1330.257534,0.053925992,2519.714286,1038.460274,,,
Castronuovo di Sant'Andrea,,,Castronuovo di Sant'Andrea,0.025090078,2345.833333,478.2767123,0.012649551,3106,474.3251366,0.024871949,2889.916667,482.4712329,0.014351433,3730.857143,487.7561644,Basilicata,Potenza,Sud
Cersosimo,,,Cersosimo,0.015760782,3297.5,253.7945205,0.015767706,1298.25,253.6830601,0.034850044,1422.222222,258.2493151,0.031492666,2209.875,254.0273973,Basilicata,Potenza,Sud
Marsicovetere,,,Marsicovetere,0.028643302,3382.847222,2513.676712,0.021530583,3932.792453,2461.614754,0.031890589,3282.395062,2539.934247,0.036892454,2715.2,2439.523288,Basilicata,Potenza,Sud
Chiaromonte,,,Chiaromonte,0.021269551,2317.272727,1034.342466,0.020298161,3143.428571,1034.576503,0.021580755,3885.130435,1065.764384,0.032229839,2543.545455,1023.89589,Basilicata,Potenza,Sud
Corleto Perticara,,,Corleto Perticara,0.029789915,3382.625,1074.189041,0.024577779,3064.307692,1057.86612,0.035099795,2239.631579,1082.627397,0.04505435,2301.897959,1087.575342,Basilicata,Potenza,Sud
Fardella,,,Fardella,0.022583839,958.5714286,309.9561644,0.018767947,3436.333333,319.6939891,0.024730673,2706.75,323.4849315,0.038025454,3357,315.5780822,Basilicata,Potenza,Sud
Graffignana,,,Graffignana,0.041611986,2665.155556,1081.419178,0.035064189,2884.263158,1083.726776,0.04301202,3262,1092.717808,0.040188279,2166.931818,1094.846575,Lombardia,Lodi,Nord-ovest
Filiano,,,Filiano,0.016624839,3669.4,1203.019178,0.015319104,2402.894737,1240.281421,0.02520182,2485.459459,1468.147945,0.032374029,4568.918367,1513.558904,Basilicata,Potenza,Sud
Strigno,Strigno,,Castel Ivano,0.034206728,2233.507692,1900.210959,0.029641951,2125.961538,1754.270492,0.053338681,3793.382979,881.1616438,0.052262741,3312,669.6931507,,,
Villa Lagarina,,,Villa Lagarina,0.037886651,2435.265823,2085.167123,0.027349593,1762.075472,1937.871585,0.049505445,1754.494737,1918.980822,0.04817521,7320.652174,1909.69589,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Forenza,,,Forenza,0.014025635,3408.222222,641.6821918,0.009134205,5039.666667,656.8715847,0.025170099,1336.222222,715.1342466,0.035621088,2146.347826,645.6849315,Basilicata,Potenza,Sud
Cattolica,,,Cattolica,0.041622613,9608.873457,7784.230137,0.032226888,2695.559524,7819.557377,0.046001843,2698.100543,7999.679452,0.05142447,6504.045918,7622.830137,Emilia-Romagna,Rimini,Nord-est
Francavilla in Sinni,,,Francavilla in Sinni,0.026371209,2535.981481,2047.687671,0.029130811,2681.20339,2025.346995,0.028277307,2902.438596,2015.750685,0.026809207,1780.019608,1902.331507,Basilicata,Potenza,Sud
Baradili,,,Baradili,0.028048874,3013,35.65205479,0,0,37.35245902,0.054441047,1301.5,36.7369863,0.053914328,1647.5,37.09589041,Sardegna,Oristano,Isole
Guardamiglio,,,Guardamiglio,0.042255059,2100.339623,1254.287671,0.029580086,1927.621622,1250.84153,0.047581491,2885.916667,1260.994521,0.039841747,3066.265306,1229.865753,Lombardia,Lodi,Nord-ovest
Genzano di Lucania,,,Genzano di Lucania,0.040341893,2082.483871,2305.29589,0.025131381,11252.25862,2307.871585,0.041768784,2322.322917,2298.367123,0.041015844,2852.847826,2243.035616,Basilicata,Potenza,Sud
Livraga,,,Livraga,0.040932509,3910.254902,1245.953425,0.021099965,2496.846154,1232.229508,0.050131476,1954.967742,1236.747945,0.046684466,2425.839286,1199.542466,Lombardia,Lodi,Nord-ovest
Grumento Nova,,,Grumento Nova,0.019211605,2552.866667,780.7780822,0.01144354,1336,786.4699454,0.039019125,2967.032258,794.4821918,0.022931857,3384.833333,784.9342466,Basilicata,Potenza,Sud
Terlago,Terlago,,Vallelaghi,0.041552271,2550.375,2887.928767,0.034931722,2518.373626,2605.081967,0.060858141,2344.746988,1363.827397,0.071376102,2166.448718,1092.80274,,,
Lagonegro,,,Lagonegro,0.032117421,2860.578431,3175.846575,0.02070379,1963.553846,3139.521858,0.032733659,1984.786408,3146.608219,0.036925104,3000.054054,3006.084932,Basilicata,Potenza,Sud
Ossago Lodigiano,,,Ossago Lodigiano,0.03805056,2492.583333,630.739726,0.022532189,1678.071429,621.3333333,0.046374996,2958.655172,625.3369863,0.046953749,1956.357143,596.3315068,Lombardia,Lodi,Nord-ovest
Latronico,,,Latronico,0.022150074,5488.604167,2167.035616,0.020332677,2519.465116,2114.822404,0.030714857,3048.272727,2148.79726,0.032173544,2460.304348,2144.619178,Basilicata,Potenza,Sud
Laurenzana,,,Laurenzana,0.036305372,2944.521739,633.5150685,0.015644168,2091.3,639.215847,0.033400148,1948.571429,628.739726,0.041071027,2051.043478,560.0054795,Basilicata,Potenza,Sud
Lavello,,,Lavello,0.033022757,1960.317204,5632.479452,0.030402554,3029.942197,5690.311475,0.031717301,2591.776596,5927.364384,0.031369888,9058.390805,5546.720548,Basilicata,Potenza,Sud
Roncegno Terme,,,Roncegno Terme,0.020700394,2716.314286,1690.789041,0.026544822,2377.4,1506.885246,0.033810783,1742.72549,1508.394521,0.042262705,2533.298246,1348.706849,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Lauria,,,Lauria,0.027123715,7844.90404,7299.884932,0.021932193,2157.06962,7204.021858,0.035145394,2911.980315,7227.120548,0.033850047,2608.813084,6322,Basilicata,Potenza,Sud
Villa Agnedo,Villa Agnedo,,Castel Ivano,0.034206728,2233.507692,1900.210959,0.029641951,2125.961538,1754.270492,0.053338681,3793.382979,881.1616438,0.052262741,3312,669.6931507,,,
Maschito,,,Maschito,0.03094076,2331.105263,614.0767123,0.020937202,1484.076923,620.9043716,0.038173687,24389.04,654.9013699,0.04275126,1643.16,584.7780822,Basilicata,Potenza,Sud
Baratili San Pietro,,,Baratili San Pietro,0.02360607,1650.25,677.7917808,0.032789422,1906.772727,670.9480874,0.036342063,1876.375,660.3917808,0.026771654,1667.882353,635,Sardegna,Oristano,Isole
Maratea,,,Maratea,0.029003094,2199.765432,2792.805479,0.024632609,2762.514706,2760.568306,0.031038386,2861.850575,2802.980822,0.044781842,1888.965909,1965.082192,Basilicata,Potenza,Sud
Marsico Nuovo,,,Marsico Nuovo,0.024590293,3527.276596,1911.323288,0.028373722,2311.444444,1903.169399,0.032900895,2467.276923,1975.630137,0.023983761,2930.586957,1917.964384,Basilicata,Potenza,Sud
Assolo,,,Assolo,0.012575366,1458.5,159.0410959,0.01283625,2555.5,155.8087432,0.018270707,1430,164.1972603,0.06700489,1819.727273,164.1671233,Sardegna,Oristano,Isole
Melfi,,,Melfi,0.038504972,4894.978648,7297.758904,0.031263633,3223.258929,7164.874317,0.039193799,2605.137457,7424.643836,0.044400453,4897.717262,7567.490411,Basilicata,Potenza,Sud
Missanello,,,Missanello,0.041008676,2986.222222,219.4657534,0.027674858,3852,216.8032787,0.04563698,2181.1,219.1205479,0.052285605,3631.777778,172.1315068,Basilicata,Potenza,Sud
Prezzo,Prezzo,,Pieve di Bono-Prezzo,0.032584329,2036.407407,828.6191781,0.027522049,19720.2381,763.0245902,0.039582569,1977.384615,328.4273973,0.050142661,2398.846154,259.260274,,,
Moliterno,,,Moliterno,0.023431716,3546.111111,1920.473973,0.015111306,3250.344828,1919.092896,0.029608493,2816.666667,1925.123288,0.033992337,3295.698413,1853.358904,Basilicata,Potenza,Sud
Montemilone,,,Montemilone,0.02002304,4176,649.2520548,0.027087925,3113.888889,664.5027322,0.018323753,103708.9167,654.8876712,0.045837209,1930.074074,589.0410959,Basilicata,Potenza,Sud
Roverè della Luna,,,Roverè della Luna,0.036870446,4057.944444,976.3917808,0.035561385,2373.03125,899.852459,0.035044451,1914.84375,913.1260274,0.034550146,2070,897.2465753,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Pizzone,,,Pizzone,0.057983943,2918.230769,224.2,0.045646155,1858.8,219.0765027,0.081714385,20053.77778,220.2794521,0.087673831,1964.631579,216.7123288,Molise,Isernia,Sud
Noepoli,,,Noepoli,0.030461513,2398.416667,393.939726,0.020562375,2210.125,389.0601093,0.035976795,4265.857143,389.139726,0.035162734,1601.615385,369.709589,Basilicata,Potenza,Sud
Montemurro,,,Montemurro,0.028461426,2868.3125,562.1643836,0.021612365,3606.25,555.2377049,0.036064699,1537.15,554.5589041,0.044215627,1583.583333,542.7945205,Basilicata,Potenza,Sud
Rabbi,,,Rabbi,0.042882222,3530.971429,816.1890411,0.036544481,2260.5,711.4617486,0.04737165,1777.484848,696.6191781,0.041512216,2310.888889,650.4109589,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Ragoli,Ragoli,,Tre Ville,0.049089877,4307.146341,835.2027397,0.031979496,2194.416667,750.4808743,0.049641853,4429.666667,362.5972603,0.064636763,1450.352941,263.0082192,,,
Bauladu,,,Bauladu,0.042751984,2154.384615,304.0794521,0.036690726,1764.454545,299.8032787,0.046765322,2644.142857,299.3671233,0.058150432,1423.941176,292.3452055,Sardegna,Oristano,Isole
Revò,Revò,,Novella,0.041311965,2539.702128,2275.369863,0.028745547,2492.559322,2052.491803,0.033975612,1766.75,706.3890411,0.04525974,2070.625,707.030137,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Sagron Mis,,,Sagron Mis,0.038214893,8646.5,104.6712329,0.040004372,1276,74.99180328,0.03408242,12440,88.02191781,0.036611054,1393,81.94246575,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Riva del Garda,,,Riva del Garda,0.042416107,2899.526316,8510.917808,0.032240345,2192.596958,8157.480874,0.050667707,3830.73031,8269.567123,0.048925473,3394.827763,7950.868493,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Romeno,,,Romeno,0.042310992,2573,827.2082192,0.04130745,2765.741935,750.4699454,0.05986885,3020.978723,785.0493151,0.048112524,2677.764706,706.6767123,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Roncone,Roncone,,Sella Giudicarie,0.031843714,2243.596154,1632.975342,0.032469509,3310.272727,1355.117486,0.035315603,3229.333333,679.5863014,0.057765447,1740,553.9643836,,,
Ronzone,,,Ronzone,0.06424393,3385.588235,264.6164384,0.040192396,1996.7,248.8032787,0.041266719,2304.7,242.3260274,0.056700045,2040.307692,229.2767123,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Rovereto,,,Rovereto,0.041851419,3348.310474,19163.03014,0.031732122,2122.446429,17647.73224,0.047811854,2258.069006,17882.59452,0.046922213,3780.722359,17347.86027,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Rumo,,,Rumo,0.025642663,3446.090909,428.9726027,0.033223705,3688.923077,391.2868852,0.027236958,2283.909091,403.8630137,0.04654293,36249.22222,386.739726,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Bidonì,,,Bidonì,0.026382364,2501.5,75.80821918,0,0,75.67759563,0.07943993,17848.33333,75.52876712,0.025669878,2004.5,77.91232877,Sardegna,Oristano,Isole
San Lorenzo in Banale,San Lorenzo in Banale,,San Lorenzo Dorsino,0.035431196,2143.9375,903.1589041,0.026550248,2985.954545,828.6174863,0.052900787,37032.95833,453.6794521,0.053704112,3247.7,372.4109589,,,
San Michele all'Adige,,,San Michele all'Adige,0.041611575,2275.130435,2210.923288,0.037197435,2634,1801.199454,0.061907311,2113.077778,1453.786301,0.045493245,3457.292308,1428.783562,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Sarnonico,,,Sarnonico,0.043610256,3178.272727,504.4684932,0.032945271,1420.2,455.3005464,0.062334374,1851.172414,465.2328767,0.063181192,2066.321429,443.169863,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Sfruz,,,Sfruz,0.03405123,1591.142857,205.5726027,0.020549099,1217.75,194.6557377,0.05131738,1902.2,194.8657534,0.065836941,1742.833333,182.2684932,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Scurelle,,,Scurelle,0.023496129,4970.473684,808.6438356,0.026101375,2712.2,766.2431694,0.043502952,2124.617647,781.5561644,0.037766946,2832.071429,741.3890411,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Segonzano,,,Segonzano,0.028174944,6692.818182,780.8356164,0.02405847,1603.9375,665.0464481,0.042846445,5213.62069,676.8356164,0.044551857,2467.6,673.3726027,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Siror,Siror,,Primiero San Martino di Castrozza,0.033066673,4858.869565,2782.257534,0.027099167,2636.166667,2214.090164,0.053010014,4343.135593,1112.99726,0.044139261,3331.871795,883.5671233,,,
Soraga,Soraga,,Soraga di Fassa,0.03510583,3647.533333,427.2794521,0.028366473,1288.666667,317.2759563,0.031021588,2883.9,322.3561644,0.061906377,5455.444444,290.7616438,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Sover,,,Sover,0.043086089,1894.647059,394.5589041,0.066637641,22814.04348,345.1502732,0.043573635,2071.375,367.1945205,0.055271207,1891.05,361.8520548,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Spiazzo,,,Spiazzo,0.045283185,3019.419355,684.5808219,0.046234694,3062.033333,648.863388,0.056637443,2627.947368,670.9342466,0.05247557,30878.70588,647.9205479,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Spormaggiore,,,Spormaggiore,0.04488003,2198.655172,646.1671233,0.041455863,2926.285714,506.5628415,0.05425119,9307.592593,497.6849315,0.05793302,2206.206897,500.5780822,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Sporminore,,,Sporminore,0.026281493,2030.9,380.4958904,0.039904056,2705.615385,325.7814208,0.024798512,1272.125,322.6,0.052053622,3587.0625,307.3753425,Trentino-Alto Adige/Südtirol,Trento,Nord-est
